net,length_um
_03584_,5.24µm
_04309_,5.24µm
_04698_,5.24µm
_05226_,5.24µm
_05562_,5.24µm
_05926_,5.24µm
_11245_,5.24µm
_11477_,5.24µm
_12049_,5.24µm
_15003_,5.24µm
_16386_,5.24µm
_18411_,5.24µm
_18638_,5.24µm
_19068_,5.24µm
_19786_,5.24µm
_21337_,5.24µm
u_ctrl.u_task_table.wcet_mem\[3\]\[3\],5.24µm
_00059_,5.225µm
_00331_,5.225µm
_02795_,5.225µm
_00539_,5.22µm
_01656_,5.22µm
_01867_,5.22µm
_02547_,5.22µm
_02581_,5.22µm
_03101_,5.22µm
_04221_,5.22µm
_04921_,5.22µm
_04957_,5.22µm
_05014_,5.22µm
_05385_,5.22µm
_05426_,5.22µm
_05625_,5.22µm
_06118_,5.22µm
_06936_,5.22µm
_07009_,5.22µm
_07319_,5.22µm
_07347_,5.22µm
_07373_,5.22µm
_07974_,5.22µm
_08563_,5.22µm
_08750_,5.22µm
_08792_,5.22µm
_09111_,5.22µm
_09122_,5.22µm
_09495_,5.22µm
_09790_,5.22µm
_09866_,5.22µm
_09897_,5.22µm
_09902_,5.22µm
_09999_,5.22µm
_10153_,5.22µm
_10527_,5.22µm
_10555_,5.22µm
_10907_,5.22µm
_11038_,5.22µm
_11417_,5.22µm
_11578_,5.22µm
_12433_,5.22µm
_12926_,5.22µm
_12955_,5.22µm
_13011_,5.22µm
_13358_,5.22µm
_13453_,5.22µm
_13623_,5.22µm
_13639_,5.22µm
_13830_,5.22µm
_13868_,5.22µm
_13935_,5.22µm
_14004_,5.22µm
_14200_,5.22µm
_14240_,5.22µm
_14259_,5.22µm
_14269_,5.22µm
_14312_,5.22µm
_14408_,5.22µm
_14445_,5.22µm
_15034_,5.22µm
_15074_,5.22µm
_15127_,5.22µm
_15981_,5.22µm
_16029_,5.22µm
_16460_,5.22µm
_16479_,5.22µm
_16923_,5.22µm
_17978_,5.22µm
_18571_,5.22µm
_18732_,5.22µm
_18760_,5.22µm
_19705_,5.22µm
_19938_,5.22µm
_20264_,5.22µm
_20478_,5.22µm
_20641_,5.22µm
_20703_,5.22µm
_20987_,5.22µm
_21131_,5.22µm
_21436_,5.22µm
u_ctrl.u_task_table.abs_deadline_mem\[11\]\[5\],5.22µm
u_ctrl.u_task_table.wcet_mem\[11\]\[3\],5.22µm
_07749_,5.2µm
_01979_,5.175µm
_01078_,5.16µm
_04111_,5.16µm
_04837_,5.16µm
_05435_,5.16µm
_06137_,5.16µm
_07844_,5.16µm
_09056_,5.16µm
_09114_,5.16µm
_09214_,5.16µm
_10399_,5.16µm
_11375_,5.16µm
_13740_,5.16µm
_19691_,5.16µm
u_ctrl.u_task_table.abs_deadline_mem\[14\]\[5\],5.16µm
u_ctrl.u_task_table.deadline_mem\[1\]\[14\],5.16µm
u_ctrl.u_task_table.remaining_wcet_mem\[10\]\[1\],5.16µm
u_ctrl.u_task_table.wcet_mem\[3\]\[6\],5.16µm
u_scan.scan_reg\[10\],5.16µm
u_scan.scan_reg\[12\],5.16µm
_00019_,5.14µm
_00100_,5.14µm
_00127_,5.14µm
_00421_,5.14µm
_01767_,5.14µm
_02394_,5.14µm
_02444_,5.14µm
_02527_,5.14µm
_02656_,5.14µm
_02705_,5.14µm
_03033_,5.14µm
_03036_,5.14µm
_03521_,5.14µm
_03613_,5.14µm
_03822_,5.14µm
_03826_,5.14µm
_03989_,5.14µm
_04096_,5.14µm
_04142_,5.14µm
_04230_,5.14µm
_04646_,5.14µm
_04734_,5.14µm
_04943_,5.14µm
_05352_,5.14µm
_05395_,5.14µm
_05539_,5.14µm
_05760_,5.14µm
_05944_,5.14µm
_06295_,5.14µm
_06374_,5.14µm
_06500_,5.14µm
_06521_,5.14µm
_07403_,5.14µm
_08350_,5.14µm
_08373_,5.14µm
_08565_,5.14µm
_09107_,5.14µm
_09250_,5.14µm
_09719_,5.14µm
_10501_,5.14µm
_10536_,5.14µm
_11913_,5.14µm
_12573_,5.14µm
_12579_,5.14µm
_15081_,5.14µm
_15738_,5.14µm
_15887_,5.14µm
_15948_,5.14µm
_16000_,5.14µm
_16404_,5.14µm
_16928_,5.14µm
_17617_,5.14µm
_17797_,5.14µm
_17846_,5.14µm
_17864_,5.14µm
_18042_,5.14µm
_18191_,5.14µm
_18656_,5.14µm
_19037_,5.14µm
_19123_,5.14µm
_19271_,5.14µm
_19328_,5.14µm
_19333_,5.14µm
_19338_,5.14µm
_19468_,5.14µm
_20229_,5.14µm
_20338_,5.14µm
_21039_,5.14µm
_21249_,5.14µm
u_ctrl.u_task_table.wcet_mem\[2\]\[14\],5.14µm
u_scan.scan_reg\[116\],5.14µm
u_scan.scan_reg\[35\],5.14µm
u_sq.cnt_mem\[10\]\[13\],5.14µm
_02017_,5.12µm
_03168_,5.12µm
_03600_,5.12µm
_03745_,5.12µm
_03957_,5.12µm
_03978_,5.12µm
_07052_,5.12µm
_10781_,5.12µm
_11441_,5.12µm
_11473_,5.12µm
_11979_,5.12µm
_14700_,5.12µm
_14794_,5.12µm
_15140_,5.12µm
_16552_,5.12µm
_16702_,5.12µm
_17892_,5.12µm
_18971_,5.12µm
_21163_,5.12µm
u_ctrl.u_task_table.deadline_mem\[10\]\[2\],5.12µm
u_scan.scan_reg\[38\],5.12µm
_11321_,5.11µm
u_ctrl.tt_wr_deadline\[10\],5.11µm
_00957_,5.1µm
_01015_,5.1µm
_02884_,5.1µm
_02989_,5.1µm
_03296_,5.1µm
_04217_,5.1µm
_04403_,5.1µm
_04407_,5.1µm
_04445_,5.1µm
_04820_,5.1µm
_04875_,5.1µm
_04879_,5.1µm
_05524_,5.1µm
_05558_,5.1µm
_06628_,5.1µm
_06790_,5.1µm
_06809_,5.1µm
_06976_,5.1µm
_07254_,5.1µm
_07415_,5.1µm
_07535_,5.1µm
_07545_,5.1µm
_07768_,5.1µm
_07797_,5.1µm
_07972_,5.1µm
_08700_,5.1µm
_08768_,5.1µm
_08944_,5.1µm
_09232_,5.1µm
_09336_,5.1µm
_09934_,5.1µm
_10728_,5.1µm
_11874_,5.1µm
_12381_,5.1µm
_14738_,5.1µm
_14751_,5.1µm
_14957_,5.1µm
_15006_,5.1µm
_15097_,5.1µm
_15668_,5.1µm
_15746_,5.1µm
_15919_,5.1µm
_16067_,5.1µm
_16070_,5.1µm
_16250_,5.1µm
_16285_,5.1µm
_16561_,5.1µm
_16641_,5.1µm
_16726_,5.1µm
_16731_,5.1µm
_16747_,5.1µm
_16748_,5.1µm
_16755_,5.1µm
_16972_,5.1µm
_16998_,5.1µm
_17012_,5.1µm
_18193_,5.1µm
_18402_,5.1µm
_18765_,5.1µm
_18790_,5.1µm
_18889_,5.1µm
_20392_,5.1µm
_21247_,5.1µm
_21252_,5.1µm
_03623_,5.09µm
u_ctrl.u_task_table.remaining_wcet_mem\[8\]\[1\],5.08µm
net1665,5.07µm
_00675_,5.06µm
_04946_,5.06µm
_05338_,5.06µm
_07504_,5.06µm
_07761_,5.06µm
_07775_,5.06µm
_07842_,5.06µm
_09740_,5.06µm
_10015_,5.06µm
_11532_,5.06µm
_11624_,5.06µm
_11649_,5.06µm
_00181_,5.04µm
_00268_,5.04µm
_00436_,5.04µm
_00507_,5.04µm
_00513_,5.04µm
_00855_,5.04µm
_01324_,5.04µm
_01337_,5.04µm
_01477_,5.04µm
_01593_,5.04µm
_01679_,5.04µm
_01808_,5.04µm
_01814_,5.04µm
_01834_,5.04µm
_01846_,5.04µm
_01930_,5.04µm
_01998_,5.04µm
_02122_,5.04µm
_02129_,5.04µm
_02165_,5.04µm
_02247_,5.04µm
_02284_,5.04µm
_02455_,5.04µm
_02490_,5.04µm
_03790_,5.04µm
_06097_,5.04µm
_06341_,5.04µm
_06397_,5.04µm
_07578_,5.04µm
_09438_,5.04µm
_15542_,5.04µm
_15564_,5.04µm
_16024_,5.04µm
_00422_,5.02µm
_01032_,5.02µm
_01164_,5.02µm
_01631_,5.02µm
_01743_,5.02µm
_02415_,5.02µm
_02430_,5.02µm
_02469_,5.02µm
_02607_,5.02µm
_02725_,5.02µm
_03369_,5.02µm
_03574_,5.02µm
_03815_,5.02µm
_03991_,5.02µm
_04013_,5.02µm
_04116_,5.02µm
_04206_,5.02µm
_04460_,5.02µm
_04471_,5.02µm
_07214_,5.02µm
_07326_,5.02µm
_07372_,5.02µm
_07522_,5.02µm
_07785_,5.02µm
_08042_,5.02µm
_09112_,5.02µm
_10007_,5.02µm
_10034_,5.02µm
_11829_,5.02µm
_12354_,5.02µm
_12400_,5.02µm
_14741_,5.02µm
_15086_,5.02µm
_15180_,5.02µm
_15237_,5.02µm
_15490_,5.02µm
_15631_,5.02µm
_15725_,5.02µm
_16269_,5.02µm
_16427_,5.02µm
_16963_,5.02µm
_17021_,5.02µm
_18963_,5.02µm
_19652_,5.02µm
_19702_,5.02µm
_19809_,5.02µm
_20459_,5.02µm
_20583_,5.02µm
_20605_,5.02µm
_21193_,5.02µm
_21251_,5.02µm
u_ctrl.u_task_table.abs_deadline_mem\[13\]\[7\],5.02µm
u_ctrl.u_task_table.abs_deadline_mem\[8\]\[6\],5.02µm
u_ctrl.u_task_table.wcet_mem\[4\]\[0\],5.02µm
u_scan.scan_reg\[125\],5.02µm
u_sq.cnt_mem\[15\]\[11\],5.02µm
u_sq.cnt_mem\[2\]\[1\],5.02µm
net1968,5.02µm
_13457_,5.015µm
_01495_,5µm
_01643_,5µm
_01699_,5µm
_02080_,5µm
_02622_,5µm
_02625_,5µm
_03049_,5µm
_10445_,5µm
_11185_,5µm
_11685_,5µm
_12398_,5µm
_15835_,5µm
_18280_,5µm
_20517_,5µm
_14672_,4.975µm
net1385,4.97µm
_02770_,4.965µm
_02805_,4.965µm
_02829_,4.965µm
_17793_,4.96µm
_00478_,4.94µm
_00627_,4.94µm
_04243_,4.94µm
_04464_,4.94µm
_04816_,4.94µm
_04913_,4.94µm
_05173_,4.94µm
_05176_,4.94µm
_05938_,4.94µm
_06537_,4.94µm
_06577_,4.94µm
_07820_,4.94µm
_08103_,4.94µm
_08362_,4.94µm
_08580_,4.94µm
_09513_,4.94µm
_09825_,4.94µm
_10177_,4.94µm
_10314_,4.94µm
_10376_,4.94µm
_12056_,4.94µm
_12481_,4.94µm
_14703_,4.94µm
_14798_,4.94µm
_15154_,4.94µm
_15340_,4.94µm
_16603_,4.94µm
_17078_,4.94µm
_18755_,4.94µm
_18801_,4.94µm
_19124_,4.94µm
_19310_,4.94µm
_19317_,4.94µm
_19415_,4.94µm
_20544_,4.94µm
_20803_,4.94µm
_20837_,4.94µm
_21310_,4.94µm
net1944,4.94µm
_02778_,4.925µm
_00003_,4.92µm
_00067_,4.92µm
_00109_,4.92µm
_00128_,4.92µm
_00157_,4.92µm
_00200_,4.92µm
_00260_,4.92µm
_00317_,4.92µm
_00826_,4.92µm
_00932_,4.92µm
_01132_,4.92µm
_01176_,4.92µm
_01179_,4.92µm
_01259_,4.92µm
_01506_,4.92µm
_01534_,4.92µm
_01585_,4.92µm
_01646_,4.92µm
_01684_,4.92µm
_01770_,4.92µm
_01899_,4.92µm
_01983_,4.92µm
_02047_,4.92µm
_02193_,4.92µm
_02353_,4.92µm
_02380_,4.92µm
_02413_,4.92µm
_02529_,4.92µm
_02533_,4.92µm
_02629_,4.92µm
_03422_,4.92µm
_03757_,4.92µm
_04910_,4.92µm
_04989_,4.92µm
_05280_,4.92µm
_05471_,4.92µm
_05924_,4.92µm
_05951_,4.92µm
_06501_,4.92µm
_07115_,4.92µm
_08519_,4.92µm
_08662_,4.92µm
_08923_,4.92µm
_09125_,4.92µm
_09366_,4.92µm
_09411_,4.92µm
_09699_,4.92µm
_09892_,4.92µm
_09998_,4.92µm
_10450_,4.92µm
_10552_,4.92µm
_10659_,4.92µm
_10733_,4.92µm
_12605_,4.92µm
_12963_,4.92µm
_13167_,4.92µm
_13347_,4.92µm
_13466_,4.92µm
_13515_,4.92µm
_13596_,4.92µm
_13803_,4.92µm
_13821_,4.92µm
_13922_,4.92µm
_14201_,4.92µm
_14351_,4.92µm
_14682_,4.92µm
_14828_,4.92µm
_14970_,4.92µm
_15103_,4.92µm
_15107_,4.92µm
_16299_,4.92µm
_16895_,4.92µm
_17136_,4.92µm
_17166_,4.92µm
_17545_,4.92µm
_18542_,4.92µm
_18981_,4.92µm
_20137_,4.92µm
_20320_,4.92µm
_20729_,4.92µm
_21130_,4.92µm
_21236_,4.92µm
u_ctrl.tt_wr_abs_deadline\[0\],4.92µm
u_ctrl.tt_wr_status\[0\],4.92µm
u_ctrl.tt_wr_wcet\[10\],4.92µm
u_ctrl.u_task_table.abs_deadline_mem\[14\]\[9\],4.92µm
u_ctrl.u_task_table.remaining_wcet_mem\[13\]\[6\],4.92µm
u_ctrl.u_task_table.remaining_wcet_mem\[4\]\[12\],4.92µm
u_ctrl.u_task_table.wcet_mem\[14\]\[10\],4.92µm
u_scan.scan_reg\[124\],4.92µm
u_scan.scan_reg\[214\],4.92µm
u_scan.scan_reg\[215\],4.92µm
u_scan.scan_reg\[216\],4.92µm
u_scan.scan_reg\[218\],4.92µm
u_scan.scan_reg\[219\],4.92µm
u_scan.scan_reg\[67\],4.92µm
u_scan.scan_reg\[72\],4.92µm
u_scan.scan_reg\[73\],4.92µm
u_sq.cnt_mem\[2\]\[11\],4.92µm
u_sq.cnt_mem\[9\]\[26\],4.92µm
_19371_,4.91µm
_01183_,4.9µm
_02871_,4.9µm
_02937_,4.9µm
_03383_,4.9µm
_03599_,4.9µm
_03939_,4.9µm
_04168_,4.9µm
_04402_,4.9µm
_05710_,4.9µm
_06153_,4.9µm
_06811_,4.9µm
_07236_,4.9µm
_07408_,4.9µm
_08010_,4.9µm
_08858_,4.9µm
_09243_,4.9µm
_09690_,4.9µm
_10071_,4.9µm
_11782_,4.9µm
_12018_,4.9µm
_12084_,4.9µm
_15438_,4.9µm
_15598_,4.9µm
_15707_,4.9µm
_16241_,4.9µm
_16272_,4.9µm
_16587_,4.9µm
_17258_,4.9µm
_19420_,4.9µm
_19516_,4.9µm
_19607_,4.9µm
_19716_,4.9µm
_19737_,4.9µm
_19767_,4.9µm
_20211_,4.9µm
_20337_,4.9µm
_20452_,4.9µm
_20464_,4.9µm
_21445_,4.9µm
u_sq.cnt_mem\[14\]\[16\],4.9µm
u_ctrl.u_task_table.period_mem\[12\]\[6\],4.895µm
_08675_,4.89µm
_02330_,4.885µm
_00278_,4.88µm
_00462_,4.88µm
_00505_,4.88µm
_00810_,4.88µm
_00859_,4.88µm
_00978_,4.88µm
_00987_,4.88µm
_01303_,4.88µm
_01391_,4.88µm
_01715_,4.88µm
_02350_,4.88µm
_03225_,4.88µm
_03642_,4.88µm
_03686_,4.88µm
_04480_,4.88µm
_04792_,4.88µm
_05968_,4.88µm
_06005_,4.88µm
_06091_,4.88µm
_06176_,4.88µm
_06215_,4.88µm
_06226_,4.88µm
_06484_,4.88µm
_06694_,4.88µm
_06802_,4.88µm
_06819_,4.88µm
_06920_,4.88µm
_07067_,4.88µm
_07212_,4.88µm
_07442_,4.88µm
_07606_,4.88µm
_07616_,4.88µm
_07686_,4.88µm
_07900_,4.88µm
_07985_,4.88µm
_08031_,4.88µm
_08063_,4.88µm
_08405_,4.88µm
_08824_,4.88µm
_09034_,4.88µm
_09168_,4.88µm
_09340_,4.88µm
_09552_,4.88µm
_09584_,4.88µm
_09721_,4.88µm
_09802_,4.88µm
_10334_,4.88µm
_10621_,4.88µm
_10633_,4.88µm
_10713_,4.88µm
_10739_,4.88µm
_10784_,4.88µm
_11844_,4.88µm
_12125_,4.88µm
_12217_,4.88µm
_12349_,4.88µm
_12485_,4.88µm
_12581_,4.88µm
_12637_,4.88µm
_12826_,4.88µm
_12829_,4.88µm
_13058_,4.88µm
_13067_,4.88µm
_13186_,4.88µm
_13218_,4.88µm
_13307_,4.88µm
_13797_,4.88µm
_13842_,4.88µm
_14190_,4.88µm
_14359_,4.88µm
_15110_,4.88µm
_15184_,4.88µm
_15359_,4.88µm
_15611_,4.88µm
_15839_,4.88µm
_16325_,4.88µm
_16356_,4.88µm
_16372_,4.88µm
_16437_,4.88µm
_16445_,4.88µm
_16577_,4.88µm
_16614_,4.88µm
_16713_,4.88µm
_16850_,4.88µm
_16911_,4.88µm
_17425_,4.88µm
_17426_,4.88µm
_17528_,4.88µm
_17650_,4.88µm
_17748_,4.88µm
_17795_,4.88µm
_17939_,4.88µm
_18096_,4.88µm
_18132_,4.88µm
_18742_,4.88µm
_19113_,4.88µm
_19526_,4.88µm
_19579_,4.88µm
_19645_,4.88µm
_20558_,4.88µm
_20670_,4.88µm
_20785_,4.88µm
_20859_,4.88µm
_21053_,4.88µm
_21079_,4.88µm
_21279_,4.88µm
u_ctrl.tt_wr_deadline\[0\],4.88µm
u_scan.scan_reg\[56\],4.88µm
u_sq.cnt_mem\[12\]\[10\],4.88µm
_03973_,4.83µm
u_ctrl.u_task_table.remaining_wcet_mem\[3\]\[2\],4.825µm
_00048_,4.82µm
_02986_,4.82µm
_02987_,4.82µm
_03024_,4.82µm
_03882_,4.82µm
_04106_,4.82µm
_05195_,4.82µm
_05212_,4.82µm
_05312_,4.82µm
_05334_,4.82µm
_05484_,4.82µm
_06393_,4.82µm
_06750_,4.82µm
_07519_,4.82µm
_07548_,4.82µm
_07902_,4.82µm
_08046_,4.82µm
_08093_,4.82µm
_08282_,4.82µm
_08460_,4.82µm
_09229_,4.82µm
_09285_,4.82µm
_09441_,4.82µm
_09857_,4.82µm
_10848_,4.82µm
_11257_,4.82µm
_12099_,4.82µm
_12112_,4.82µm
_12422_,4.82µm
_12672_,4.82µm
_12962_,4.82µm
_13072_,4.82µm
_13184_,4.82µm
_13302_,4.82µm
_13398_,4.82µm
_13468_,4.82µm
_13503_,4.82µm
_13534_,4.82µm
_13606_,4.82µm
_13614_,4.82µm
_13626_,4.82µm
_13784_,4.82µm
_14031_,4.82µm
_14257_,4.82µm
_14335_,4.82µm
_14419_,4.82µm
_15257_,4.82µm
_15536_,4.82µm
_16016_,4.82µm
_16802_,4.82µm
_16829_,4.82µm
_19036_,4.82µm
_21134_,4.82µm
_00044_,4.8µm
_00351_,4.8µm
_00816_,4.8µm
_01007_,4.8µm
_01010_,4.8µm
_01023_,4.8µm
_01113_,4.8µm
_01131_,4.8µm
_01156_,4.8µm
_01199_,4.8µm
_02085_,4.8µm
_02112_,4.8µm
_02243_,4.8µm
_03085_,4.8µm
_03112_,4.8µm
_03277_,4.8µm
_03415_,4.8µm
_03438_,4.8µm
_03558_,4.8µm
_04047_,4.8µm
_04275_,4.8µm
_04412_,4.8µm
_04458_,4.8µm
_04807_,4.8µm
_04862_,4.8µm
_04916_,4.8µm
_04919_,4.8µm
_05005_,4.8µm
_05323_,4.8µm
_05358_,4.8µm
_05447_,4.8µm
_05523_,4.8µm
_05583_,4.8µm
_05867_,4.8µm
_05881_,4.8µm
_06419_,4.8µm
_06678_,4.8µm
_07205_,4.8µm
_07294_,4.8µm
_07681_,4.8µm
_07866_,4.8µm
_07895_,4.8µm
_07915_,4.8µm
_08322_,4.8µm
_08325_,4.8µm
_08380_,4.8µm
_08413_,4.8µm
_08483_,4.8µm
_08684_,4.8µm
_08927_,4.8µm
_09023_,4.8µm
_09314_,4.8µm
_09389_,4.8µm
_09566_,4.8µm
_09605_,4.8µm
_10892_,4.8µm
_10912_,4.8µm
_11413_,4.8µm
_11415_,4.8µm
_11482_,4.8µm
_11508_,4.8µm
_11567_,4.8µm
_11740_,4.8µm
_11991_,4.8µm
_12043_,4.8µm
_12128_,4.8µm
_12165_,4.8µm
_12186_,4.8µm
_12205_,4.8µm
_12224_,4.8µm
_12239_,4.8µm
_12269_,4.8µm
_12301_,4.8µm
_12954_,4.8µm
_13008_,4.8µm
_13053_,4.8µm
_13153_,4.8µm
_13333_,4.8µm
_13371_,4.8µm
_13394_,4.8µm
_13627_,4.8µm
_13705_,4.8µm
_13775_,4.8µm
_13924_,4.8µm
_13932_,4.8µm
_13967_,4.8µm
_14385_,4.8µm
_14455_,4.8µm
_14594_,4.8µm
_14613_,4.8µm
_14819_,4.8µm
_14889_,4.8µm
_14921_,4.8µm
_14990_,4.8µm
_15017_,4.8µm
_15040_,4.8µm
_15174_,4.8µm
_15232_,4.8µm
_15272_,4.8µm
_15281_,4.8µm
_15571_,4.8µm
_16145_,4.8µm
_16246_,4.8µm
_16405_,4.8µm
_16572_,4.8µm
_16661_,4.8µm
_16709_,4.8µm
_16916_,4.8µm
_16925_,4.8µm
_17051_,4.8µm
_17128_,4.8µm
_17333_,4.8µm
_17456_,4.8µm
_17501_,4.8µm
_17751_,4.8µm
_18083_,4.8µm
_18159_,4.8µm
_18198_,4.8µm
_18530_,4.8µm
_18717_,4.8µm
_18997_,4.8µm
_19622_,4.8µm
_19735_,4.8µm
_19806_,4.8µm
_19962_,4.8µm
_19966_,4.8µm
_20016_,4.8µm
_20111_,4.8µm
_20764_,4.8µm
_20777_,4.8µm
_20778_,4.8µm
_20893_,4.8µm
_20971_,4.8µm
_21010_,4.8µm
_21176_,4.8µm
_21346_,4.8µm
_21450_,4.8µm
pq_enqueue,4.8µm
u_ctrl.tt_wr_remaining_wcet\[14\],4.8µm
u_ctrl.tt_wr_wcet\[13\],4.8µm
u_ctrl.u_task_table.abs_deadline_mem\[4\]\[14\],4.8µm
u_ctrl.u_task_table.remaining_wcet_mem\[9\]\[11\],4.8µm
u_ctrl.u_task_table.wcet_mem\[14\]\[5\],4.8µm
u_ctrl.u_task_table.wcet_mem\[4\]\[13\],4.8µm
u_ctrl.u_task_table.wcet_mem\[4\]\[4\],4.8µm
u_scan.scan_reg\[110\],4.8µm
u_scan.scan_reg\[135\],4.8µm
u_scan.scan_reg\[194\],4.8µm
u_scan.scan_reg\[254\],4.8µm
u_scan.scan_reg\[55\],4.8µm
u_scan.scan_reg\[63\],4.8µm
u_sq.cnt_mem\[6\]\[16\],4.8µm
net1963,4.8µm
_01035_,4.78µm
_01203_,4.78µm
_01921_,4.78µm
_05227_,4.78µm
_05498_,4.78µm
_07079_,4.78µm
_07307_,4.78µm
_07745_,4.78µm
_09788_,4.78µm
_09967_,4.78µm
_12041_,4.78µm
_12067_,4.78µm
_15468_,4.78µm
_16296_,4.78µm
u_ctrl.u_task_table.abs_deadline_mem\[0\]\[9\],4.78µm
_00301_,4.765µm
_00399_,4.765µm
_02325_,4.765µm
u_spi.bit_count\[3\],4.765µm
_00088_,4.76µm
_01096_,4.76µm
_02570_,4.76µm
_02909_,4.76µm
_03120_,4.76µm
_04101_,4.76µm
_04152_,4.76µm
_04244_,4.76µm
_04598_,4.76µm
_04685_,4.76µm
_04695_,4.76µm
_04774_,4.76µm
_04810_,4.76µm
_04894_,4.76µm
_05302_,4.76µm
_05741_,4.76µm
_05753_,4.76µm
_05838_,4.76µm
_05979_,4.76µm
_06200_,4.76µm
_06329_,4.76µm
_06528_,4.76µm
_07071_,4.76µm
_07670_,4.76µm
_07695_,4.76µm
_08055_,4.76µm
_08109_,4.76µm
_08688_,4.76µm
_08931_,4.76µm
_09223_,4.76µm
_09315_,4.76µm
_09335_,4.76µm
_09798_,4.76µm
_09838_,4.76µm
_09909_,4.76µm
_10259_,4.76µm
_11212_,4.76µm
_11985_,4.76µm
_12414_,4.76µm
_12665_,4.76µm
_13150_,4.76µm
_13477_,4.76µm
_13844_,4.76µm
_14084_,4.76µm
_14355_,4.76µm
_14450_,4.76µm
_14693_,4.76µm
_14893_,4.76µm
_15884_,4.76µm
_15965_,4.76µm
_16002_,4.76µm
_16331_,4.76µm
_16438_,4.76µm
_17532_,4.76µm
_17637_,4.76µm
_18014_,4.76µm
_18020_,4.76µm
_18168_,4.76µm
_18326_,4.76µm
_18686_,4.76µm
_19152_,4.76µm
_19690_,4.76µm
_19823_,4.76µm
_20055_,4.76µm
_20117_,4.76µm
_20897_,4.76µm
_21126_,4.76µm
_21391_,4.76µm
u_sq.cnt_mem\[3\]\[30\],4.76µm
_13704_,4.74µm
_04284_,4.73µm
_11694_,4.73µm
_01724_,4.725µm
_02261_,4.725µm
_02686_,4.725µm
_02831_,4.725µm
_11053_,4.715µm
_01064_,4.7µm
_01074_,4.7µm
_02966_,4.7µm
_03375_,4.7µm
_04550_,4.7µm
_05024_,4.7µm
_07165_,4.7µm
_08459_,4.7µm
_08756_,4.7µm
_09761_,4.7µm
_11800_,4.7µm
_15149_,4.7µm
_15153_,4.7µm
_15502_,4.7µm
_19302_,4.7µm
_21142_,4.7µm
_21338_,4.7µm
u_scan.scan_reg\[80\],4.7µm
_00176_,4.68µm
_00302_,4.68µm
_00343_,4.68µm
_00626_,4.68µm
_00637_,4.68µm
_01234_,4.68µm
_01586_,4.68µm
_01771_,4.68µm
_01856_,4.68µm
_02375_,4.68µm
_02381_,4.68µm
_02395_,4.68µm
_02657_,4.68µm
_02661_,4.68µm
_02674_,4.68µm
_02687_,4.68µm
_03149_,4.68µm
_03594_,4.68µm
_03637_,4.68µm
_04075_,4.68µm
_04483_,4.68µm
_04901_,4.68µm
_04992_,4.68µm
_05215_,4.68µm
_05268_,4.68µm
_05576_,4.68µm
_05947_,4.68µm
_06163_,4.68µm
_07083_,4.68µm
_07585_,4.68µm
_07792_,4.68µm
_08085_,4.68µm
_08526_,4.68µm
_08801_,4.68µm
_08898_,4.68µm
_09030_,4.68µm
_09155_,4.68µm
_09585_,4.68µm
_09980_,4.68µm
_10016_,4.68µm
_10059_,4.68µm
_11391_,4.68µm
_11557_,4.68µm
_12005_,4.68µm
_12379_,4.68µm
_12617_,4.68µm
_14057_,4.68µm
_14595_,4.68µm
_14988_,4.68µm
_15471_,4.68µm
_17212_,4.68µm
_17227_,4.68µm
_18097_,4.68µm
_18116_,4.68µm
_18146_,4.68µm
_18281_,4.68µm
_18448_,4.68µm
_18633_,4.68µm
_18914_,4.68µm
_19187_,4.68µm
_19270_,4.68µm
_19293_,4.68µm
_19574_,4.68µm
_19616_,4.68µm
_20058_,4.68µm
_21213_,4.68µm
_21358_,4.68µm
_21453_,4.68µm
u_sq.cnt_mem\[15\]\[30\],4.68µm
_07708_,4.66µm
_08765_,4.66µm
_09702_,4.66µm
_10583_,4.66µm
_14341_,4.66µm
_15134_,4.66µm
u_ctrl.u_task_table.deadline_mem\[3\]\[1\],4.66µm
_01009_,4.625µm
_18126_,4.625µm
_02784_,4.605µm
_05589_,4.6µm
_06405_,4.6µm
_06979_,4.6µm
_08075_,4.6µm
_08087_,4.6µm
_08599_,4.6µm
_09864_,4.6µm
_10304_,4.6µm
_10341_,4.6µm
_10976_,4.6µm
_11728_,4.6µm
_14807_,4.6µm
_15580_,4.6µm
_15792_,4.6µm
_17977_,4.6µm
_19842_,4.6µm
net1942,4.6µm
_01070_,4.585µm
_00166_,4.58µm
_00323_,4.58µm
_00381_,4.58µm
_00607_,4.58µm
_00629_,4.58µm
_00864_,4.58µm
_00895_,4.58µm
_01105_,4.58µm
_01161_,4.58µm
_01202_,4.58µm
_01341_,4.58µm
_01375_,4.58µm
_01422_,4.58µm
_01432_,4.58µm
_01803_,4.58µm
_01901_,4.58µm
_01905_,4.58µm
_01992_,4.58µm
_02203_,4.58µm
_02342_,4.58µm
_02383_,4.58µm
_02398_,4.58µm
_02427_,4.58µm
_02494_,4.58µm
_02593_,4.58µm
_02670_,4.58µm
_02672_,4.58µm
_02745_,4.58µm
_03015_,4.58µm
_03080_,4.58µm
_04865_,4.58µm
_05330_,4.58µm
_06548_,4.58µm
_09723_,4.58µm
_10697_,4.58µm
_11886_,4.58µm
_12023_,4.58µm
_15541_,4.58µm
_16429_,4.58µm
_20432_,4.58µm
u_ctrl.u_task_table.abs_deadline_mem\[4\]\[5\],4.58µm
u_ctrl.u_task_table.deadline_mem\[6\]\[15\],4.58µm
